Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2020-01-02T19:30;2020-01-02T19:45;79;EUR;MWh;NO;NO;;-8.59;-8.59;-8.59;-1;DOWN
2020-01-02T19:45;2020-01-02T20:00;80;EUR;MWh;NO;NO;;10.1;10.1;10.1;-1;DOWN
2020-01-02T20:00;2020-01-02T20:15;81;EUR;MWh;NO;NO;105.12;22.44;105.12;22.44;2;UP_AND_DOWN
2020-01-02T20:15;2020-01-02T20:30;82;EUR;MWh;NO;NO;29.98;25.98;29.98;25.98;2;UP_AND_DOWN
2020-01-02T20:30;2020-01-02T20:45;83;EUR;MWh;NO;NO;;25.95;25.95;25.95;-1;DOWN
2020-01-02T20:45;2020-01-02T21:00;84;EUR;MWh;NO;NO;;-8.46;-8.46;-8.46;-1;DOWN
2020-01-02T21:00;2020-01-02T21:15;85;EUR;MWh;NO;NO;30.47;9.78;30.47;30.47;1;UP
2020-01-02T21:15;2020-01-02T21:30;86;EUR;MWh;NO;NO;31.03;-66.44;31.03;-66.44;2;UP_AND_DOWN
2020-01-02T21:30;2020-01-02T21:45;87;EUR;MWh;NO;NO;;-122.27;-122.27;-122.27;-1;DOWN
2020-01-02T21:45;2020-01-02T22:00;88;EUR;MWh;NO;NO;;-80.35;-80.35;-80.35;-1;DOWN
2020-01-02T22:00;2020-01-02T22:15;89;EUR;MWh;NO;NO;251.72;4.78;251.72;4.78;2;UP_AND_DOWN
2020-01-02T22:15;2020-01-02T22:30;90;EUR;MWh;NO;NO;34.55;13.95;34.55;13.95;2;UP_AND_DOWN
2020-01-02T22:30;2020-01-02T22:45;91;EUR;MWh;NO;NO;;27.91;27.91;27.91;-1;DOWN
2020-01-02T22:45;2020-01-02T23:00;92;EUR;MWh;NO;NO;;21.98;21.98;21.98;-1;DOWN
2020-01-02T23:00;2020-01-02T23:15;93;EUR;MWh;NO;NO;32.93;25.98;32.93;25.98;2;UP_AND_DOWN
2020-01-02T23:15;2020-01-02T23:30;94;EUR;MWh;NO;NO;28.77;29.15;29.15;29.15;-1;DOWN
2020-01-02T23:30;2020-01-02T23:45;95;EUR;MWh;NO;NO;;-.78;-.78;-.78;-1;DOWN
2020-01-02T23:45;2020-01-03T00:00;96;EUR;MWh;NO;NO;;-15.78;-15.78;-15.78;-1;DOWN
2020-01-03T00:00;2020-01-03T00:15;1;EUR;MWh;NO;NO;29.37;-18.03;29.37;29.37;1;UP
2020-01-03T00:15;2020-01-03T00:30;2;EUR;MWh;NO;NO;29.37;12.39;12.39;12.39;-1;DOWN
2020-01-03T00:30;2020-01-03T00:45;3;EUR;MWh;NO;NO;;19.54;19.54;19.54;-1;DOWN
2020-01-03T00:45;2020-01-03T01:00;4;EUR;MWh;NO;NO;;2.03;2.03;2.03;-1;DOWN
2020-01-03T01:00;2020-01-03T01:15;5;EUR;MWh;NO;NO;28.62;2.03;28.62;28.62;1;UP
2020-01-03T01:15;2020-01-03T01:30;6;EUR;MWh;NO;NO;28.68;;28.68;28.68;1;UP
2020-01-03T01:30;2020-01-03T01:45;7;EUR;MWh;NO;NO;30.36;;30.36;30.36;1;UP
2020-01-03T01:45;2020-01-03T02:00;8;EUR;MWh;NO;NO;;;27.96;27.96;0;STABLE
2020-01-03T02:00;2020-01-03T02:15;9;EUR;MWh;NO;NO;28.65;24.75;28.65;28.65;1;UP
2020-01-03T02:15;2020-01-03T02:30;10;EUR;MWh;NO;NO;28.75;20.75;20.75;20.75;-1;DOWN
2020-01-03T02:30;2020-01-03T02:45;11;EUR;MWh;NO;NO;;17.9;17.9;17.9;-1;DOWN
2020-01-03T02:45;2020-01-03T03:00;12;EUR;MWh;NO;NO;;-7.03;-7.03;-7.03;-1;DOWN
2020-01-03T03:00;2020-01-03T03:15;13;EUR;MWh;NO;NO;30.19;-13.26;30.19;-13.26;2;UP_AND_DOWN
2020-01-03T03:15;2020-01-03T03:30;14;EUR;MWh;NO;NO;30.32;17.73;30.32;17.73;2;UP_AND_DOWN
2020-01-03T03:30;2020-01-03T03:45;15;EUR;MWh;NO;NO;;10.03;10.03;10.03;-1;DOWN
2020-01-03T03:45;2020-01-03T04:00;16;EUR;MWh;NO;NO;;10.03;10.03;10.03;-1;DOWN
2020-01-03T04:00;2020-01-03T04:15;17;EUR;MWh;NO;NO;;24.75;24.75;24.75;-1;DOWN
2020-01-03T04:15;2020-01-03T04:30;18;EUR;MWh;NO;NO;28.73;;28.73;28.73;1;UP
2020-01-03T04:30;2020-01-03T04:45;19;EUR;MWh;NO;NO;;24.75;24.75;24.75;-1;DOWN
2020-01-03T04:45;2020-01-03T05:00;20;EUR;MWh;NO;NO;;17.07;17.07;17.07;-1;DOWN
2020-01-03T05:00;2020-01-03T05:15;21;EUR;MWh;NO;NO;;-22.81;-22.81;-22.81;-1;DOWN
2020-01-03T05:15;2020-01-03T05:30;22;EUR;MWh;NO;NO;;19.49;19.49;19.49;-1;DOWN
2020-01-03T05:30;2020-01-03T05:45;23;EUR;MWh;NO;NO;;;27.94;27.94;0;STABLE
2020-01-03T05:45;2020-01-03T06:00;24;EUR;MWh;NO;NO;;23.87;23.87;23.87;-1;DOWN
2020-01-03T06:00;2020-01-03T06:15;25;EUR;MWh;NO;NO;;23.46;23.46;23.46;-1;DOWN
